NUMPED;NUMITEM;CODPROD;QTDE;VALUNIT;UNID;ALIQICMS;COMISSAO;STICMS;CFOP;REDUCBASEICMS
556322;1;453;1;28.55;Un;0;0;0;5102;0
556322;2;291;1;14.16;Un;18;0;20;5102;61.11
556323;1;305;20;15;Cx;18;3;20;5102;61.11
556323;2;362;10;35;Kg;18;3;20;5102;33.33
556323;3;307;25;40;Un;18;3;20;5102;33.33
556323;4;502;30;18.5;Un;18;3;20;5102;61.11
556323;5;478;22.68;74.8;Kg;18;3;20;5102;33.33
556323;6;157;3;58.25;Kg;18;3;0;5102;0
556323;7;441;24;8;Bd;0;3;0;5102;0
556323;8;440;6;26.5;Bd;0;3;0;5102;0
556323;9;128;36;16.66;Un;18;3;20;5102;12
556323;10;432;10;12;Un;18;3;0;5102;0
556323;11;154;6;7.6;Un;18;3;20;5102;33.33
556323;12;184;6;5.8;Un;18;3;20;5102;33.33
556323;13;325;12.5;50;Kg;18;3;20;5102;33.33
556323;14;938;18;16;Un;18;3;0;5102;0
556323;15;732;4;94.55;Un;18;3;20;5102;33.33
556323;16;386;4;69;Un;18;3;20;5102;33.33
556323;17;684;40;19.33;Un;18;3;20;5102;33.33
556323;18;906;4;60;Cx;18;3;20;5102;33.33
556323;19;905;25;31;Cx;18;3;0;5102;0
556323;20;487;12;9.5;Un;18;3;0;5102;0
556323;21;904;5;14.3;Cx;18;3;20;5102;33.33
556323;22;425;3;153.45;Un;18;3;20;5102;61.11
556323;23;801;6;39.88;Kg;18;3;20;5102;33.33
556323;24;467;20;11.12;Un;0;3;0;5102;0
556323;25;1980;24;11.5;Un;0;3;0;5102;0
556323;26;1979;36;19.2;Un;0;3;0;5102;0
556323;27;353;6;5.1;Un;0;3;60;5405;0
556323;28;565;11;14.5;Un;12;3;0;5102;0
556323;29;564;12;14.5;Un;12;3;0;5102;0
556323;30;105;30;13.98;Un;18;3;20;5102;33.33
556323;31;801;2.41;39.88;Kg;18;3;20;5102;33.33
556323;32;508;5.5;9.6;Kg;18;3;20;5102;61.11
556323;33;298;28.04;24;Kg;18;3;0;5102;0
556323;34;370;24;15.1;Un;18;3;0;5102;0
556323;35;1400;6;7.92;Un;0;3;20;5102;61.11
556323;36;197;12;50.29;Cx;18;3;0;5102;0
556323;37;2407;6;22;Un;0;3;0;5102;0
556323;38;510;5;15.6;Kg;18;3;20;5102;61.11
556323;39;602;36;45.86;Un;18;3;20;5102;33.33
556323;40;138;72;8.1;Un;0;3;60;5405;0
556323;41;126;50.05;10.09;Kg;18;3;20;5102;33.33
556323;42;796;3.2;23;Kg;0;3;0;5102;0
556323;43;435;10;25;Un;18;3;20;5102;12
556323;44;554;12;28.2;Un;18;3;20;5102;33.33
556323;45;667;20;10.2;Un;0;3;60;5405;0
556323;46;921;6;16.02;Cx;18;3;20;5102;6.11
556323;47;507;10;18;Kg;18;3;20;5102;61.11
556324;1;122;8.25;36.8;Kg;12;0;0;5102;0
556324;2;219;0.128;27;Kg;0;0;0;5102;0
556324;3;112;0.13;42.78;Kg;12;0;0;5102;0
556324;4;205;0.408;22.62;Kg;0;0;0;5102;0
556324;5;122;0.404;36.8;Kg;12;0;0;5102;0
556325;1;712;0.78;25.8;Kg;18;0;20;5102;61.11
556326;1;170;15;32.94;Kg;12;0;0;5102;0
556327;1;508;3.2;11.33;Kg;18;0;20;5102;61.11
556327;2;510;5;18.31;Kg;18;0;20;5102;61.11
556327;3;507;5;21;Kg;18;0;20;5102;61.11
556327;4;122;2.064;37.9;Kg;12;0;0;5102;0
556327;5;213;0.408;25.9;Kg;0;0;0;5102;0
556328;1;298;7.68;29.9;Kg;18;3;0;5102;0
556329;1;284;0.626;65.9;Kg;0;0;0;5102;0
556329;2;567;0.706;77.9;Kg;0;0;60;5405;0
556329;3;567;0.684;77.9;Kg;0;0;60;5405;0
556329;4;122;1.268;37.9;Kg;12;0;0;5102;0
556329;5;166;1.214;76.9;Kg;18;0;20;5102;33.33
556329;6;1069;5;10.9;Un;0;0;60;5405;0
556331;1;317;12;1.89;Un;0;0;0;5102;0
556331;2;340;1;14.49;Un;18;0;20;5102;33.33
556331;3;339;1;13.1;Un;18;0;20;5102;33.33
556331;4;837;2;14.51;Un;0;0;60;5405;0
556332;1;170;5;32.94;Kg;12;0;0;5102;0
556332;2;992;12;5.3;Lt;12;2;60;5405;0
556608;1;114;7;41.53;Kg;18;0;20;5102;33.33
556608;2;121;0.51;32.2;Kg;18;0;20;5102;33.33
556608;3;284;1.3;57.9;Kg;0;0;0;5102;0
556608;4;836;2;26.5;Un;0;0;60;5405;0
556608;5;331;2;10.34;Un;0;0;60;5405;0
556608;6;368;1;5.75;Un;18;0;20;5102;33.33
556608;7;799;2;19.23;Un;0;0;60;5405;0
556608;8;425;1;174.93;Un;18;0;20;5102;61.11
556608;9;378;1;23.25;Un;18;0;20;5102;33.33
556608;10;461;1;20.93;Kg;18;0;20;5102;33.33
556608;11;305;1;17.7;Cx;18;0;20;5102;61.11
556608;12;899;1;39;Un;18;0;20;5102;12
556608;13;232;5;24.69;Kg;0;0;60;5405;0
556608;14;290;6;25.05;Kg;18;0;20;5102;33.33
556753;1;122;1;39.1;Kg;12;0;0;5102;0
556657;1;110;1.028;43.9;Kg;12;0;0;5102;0
556657;2;110;1.034;43.9;Kg;12;0;0;5102;0
556657;3;110;1.028;43.9;Kg;12;0;0;5102;0
556657;4;110;1.04;43.9;Kg;12;0;0;5102;0
556657;5;701;3;26.5;Un;18;0;20;5102;33.33
556609;1;122;8.19;36.8;Kg;12;2;0;5102;0
556609;2;205;3.58;22.62;Kg;0;2;0;5102;0
556333;1;148;3.1;42.16;Kg;12;3;0;5102;0
556333;2;509;5;9;Kg;18;3;20;5102;61.11
556333;3;505;5;21.83;Kg;18;3;20;5102;61.11
556610;1;1028;3;27;Un;18;0;20;5102;33.33
556610;2;122;16.6;36.8;Kg;12;0;0;5102;0
556610;3;490;0.5;21.6;Kg;0;0;0;5102;0
556610;4;173;3;15.98;Kg;18;0;20;5102;61.11
556610;5;191;2;15.6;Lt;18;0;0;5102;0
556610;6;442;1;27.93;Bd;0;0;0;5102;0
556610;7;205;3.47;22.62;Kg;0;0;0;5102;0
556610;8;392;1;51.98;Cx;18;0;20;5102;33.33
556755;1;301;1;83.52;Un;18;0;0;5102;0
556334;1;122;8.35;36.8;Kg;12;0;0;5102;0
556334;2;126;5.17;12.21;Kg;18;0;20;5102;33.33
556611;1;119;6;33.18;Un;0;0;60;5405;0
556611;2;182;6;2.75;Un;0;0;60;5405;0
556611;3;170;10;32.94;Kg;12;0;0;5102;0
556611;4;122;8.34;36.8;Kg;12;0;0;5102;0
556611;5;154;16;9.47;Un;18;0;20;5102;33.33
556611;6;125;3;50.17;Un;18;0;20;5102;33.33
556756;1;907;1;22.16;Cx;18;0;0;5102;0
556756;2;925;1;24.78;Un;18;0;20;5102;12
556756;3;922;1;27.84;Cx;18;0;20;5102;33.33
556756;4;305;1;17.7;Cx;18;0;20;5102;61.11
556756;5;331;2;10.34;Un;0;0;60;5405;0
556756;6;317;2;1.89;Un;0;0;0;5102;0
556756;7;446;1;12.66;Un;0;0;0;5102;0
556756;8;198;1;12.92;Un;18;0;20;5102;33.33
556756;9;122;1.92;39.1;Kg;12;0;0;5102;0
556756;10;213;1.804;20.05;Kg;0;0;0;5102;0
556756;11;502;2;22.2;Un;18;0;20;5102;61.11
556756;12;507;1;20.7;Kg;18;0;20;5102;61.11
556756;13;505;0.95;21.28;Kg;18;0;20;5102;61.11
556658;1;110;1.016;37.38;Kg;12;0;0;5102;0
556335;1;499;1.35;7.64;Kg;18;0;20;5102;33.33
556612;1;500;10;37.95;Kg;18;3;20;5102;61.11
556613;1;500;10;37.95;Kg;18;3;20;5102;61.11
556613;2;175;1;83.08;Cx;0;3;0;5102;0
556614;1;500;10;37.95;Kg;18;3;20;5102;61.11
556615;1;442;1;27.93;Bd;0;0;0;5102;0
556615;2;485;0.3;83.54;Kg;18;0;0;5102;0
556615;3;126;0.8;12.21;Kg;18;0;20;5102;33.33
556615;4;150;1.59;38.28;Kg;18;0;20;5102;33.33
556615;5;124;1;16.47;Un;18;0;20;5102;33.33
556615;6;314;1;83.52;Un;18;0;20;5102;33.33
556615;7;684;2;22.23;Un;18;0;20;5102;33.33
556615;8;374;2;5.29;Lt;18;0;20;5102;12
556615;9;378;2;23.25;Un;18;0;20;5102;33.33
556615;10;436;1;35.56;Un;0;0;0;5102;0
556615;11;366;1;19.37;Lt;18;0;20;5102;61.11
556615;12;482;1;4.12;Un;12;0;0;5102;0
556615;13;310;0.55;15.21;Kg;18;0;20;5102;33.33
556615;14;311;0.55;18.86;Kg;18;0;20;5102;33.33
556615;15;502;1;22.2;Un;18;0;20;5102;61.11
556615;16;507;2.13;20.7;Kg;18;0;20;5102;61.11
556615;17;316;0.55;14.5;Kg;18;0;20;5102;33.33
556337;1;284;25.87;50;Kg;0;3;0;5102;0
556337;2;499;25;6;Kg;18;3;20;5102;33.33
556337;3;315;10;24;Kg;18;3;20;5102;33.33
556337;4;316;30;12.5;Kg;18;3;20;5102;33.33
556337;5;439;5;15;Kg;18;3;0;5102;0
556337;6;601;5;35;Kg;18;3;0;5102;0
556337;7;919;5;27;Kg;18;3;0;5102;0
556337;8;445;12;17;Un;18;3;20;5102;33.33
556337;9;497;30;55;Kg;18;3;20;5102;33.33
556337;10;490;12.5;18;Kg;0;3;0;5102;0
556337;11;719;6;138;Kg;18;3;0;5102;0
556337;12;169;6.325;60;Kg;18;3;20;5102;33.33
556337;13;155;80;31.5;Kg;18;3;20;5102;33.33
556337;14;489;10;42.5;Kg;18;3;20;5102;33.33
556337;15;485;10;68;Kg;18;3;0;5102;0
556337;16;337;3;15;Kg;18;3;0;5102;0
556337;17;1947;5;27;Kg;18;3;20;5102;33.33
556337;18;405;10;46.9;Kg;18;3;20;5102;33.33
556337;19;365;24;3.8;Lt;18;3;0;5102;0
556337;20;479;20;73;Kg;18;3;20;5102;33.33
556337;21;483;20;20;Kg;18;3;20;5102;33.33
556337;22;450;12;10.9;Un;0;3;60;5405;0
556337;23;350;10;51;Kg;18;3;20;5102;12
556337;24;312;10;19.5;Kg;18;3;20;5102;33.33
556337;25;712;16;21.5;Kg;18;3;20;5102;61.11
556337;26;484;22.68;43;Kg;18;3;20;5102;33.33
556337;27;359;20;51;Kg;18;3;20;5102;33.33
556337;28;519;20;15;Kg;18;3;20;5102;33.33
556337;29;486;5;15;Kg;18;3;20;5102;33.33
556337;30;428;10;14;Kg;18;3;20;5102;33.33
556337;31;688;9;46;Kg;18;3;20;5102;33.33
556616;1;159;23.662;40.37;Kg;18;0;20;5102;33.33
556616;2;114;21.189;41.53;Kg;18;0;20;5102;33.33
556616;3;180;3.25;47.83;Kg;18;0;20;5102;33.33
556616;4;992;60;5.54;Lt;12;2;60;5405;0
556616;5;143;4.96;57.75;Kg;12;0;0;5102;0
556616;6;170;5;32.94;Kg;12;0;0;5102;0
556617;1;371;1;216.86;Bd;18;0;20;5102;61.11
556617;2;435;2;28.75;Un;18;0;20;5102;12
556617;3;503;5;43.7;Kg;18;0;20;5102;61.11
556617;4;958;4;10;Un;0;0;0;5102;0
556617;5;122;16.5;36.8;Kg;12;0;0;5102;0
556617;6;148;6.85;38.28;Kg;12;0;0;5102;0
556617;7;121;6.26;32.2;Kg;18;0;20;5102;33.33
556617;8;125;3;50.17;Un;18;0;20;5102;33.33
556617;9;267;2;26.74;Un;18;0;20;5102;33.33
556617;10;307;1;46.4;Un;18;0;20;5102;33.33
556617;11;328;1;52.46;Un;18;0;20;5102;33.33
556617;12;205;3.5;22.62;Kg;0;0;0;5102;0
556617;13;950;4;10;Un;18;0;0;5102;0
556617;14;497;0.5;64.9;Kg;18;0;20;5102;33.33
556617;15;170;5;32.94;Kg;12;0;0;5102;0
556617;16;316;0.52;14.5;Kg;18;0;20;5102;33.33
556617;17;325;0.4;59.5;Kg;18;0;20;5102;33.33
556618;1;121;5.2;32.2;Kg;18;0;20;5102;33.33
556338;1;122;1.934;36.8;Kg;12;0;0;5102;0
556338;2;154;1;9.47;Un;18;0;20;5102;33.33
556338;3;104;1;6.2;Un;18;0;0;5102;0
556338;4;105;2;16.8;Un;18;0;20;5102;33.33
556338;5;174;0.426;39.9;Kg;18;0;20;5102;33.33
556339;1;901;30;34;Cx;18;3;20;5102;61.11
556619;1;122;4.1;36.8;Kg;12;0;0;5102;0
556619;2;267;3;26.74;Un;18;0;20;5102;33.33
556619;3;170;5;32.94;Kg;12;0;0;5102;0
556619;4;119;6;33.18;Un;0;0;60;5405;0
556619;5;193;6;14.69;Lt;18;0;20;5102;33.33
556619;6;378;1;23.25;Un;18;0;20;5102;33.33
556619;7;359;1.07;59.67;Kg;18;0;20;5102;33.33
556619;8;371;1;216.86;Bd;18;0;20;5102;61.11
556619;9;130;0.59;56.9;Kg;18;0;20;5102;33.33
556620;1;585;1;17.9;Un;0;3;0;5102;0
556621;1;471;2;21.48;Un;0;3;60;5405;0
556621;2;460;1;45.74;Bd;18;3;20;5102;33.33
556621;3;170;10;32.94;Kg;12;3;0;5102;0
556621;4;148;3.14;38.28;Kg;12;3;0;5102;0
556341;1;314;2;83.52;Un;18;3;20;5102;33.33
556341;2;456;1;30.86;Un;0;3;0;5102;0
556341;3;311;2;18.86;Kg;18;3;20;5102;33.33
556342;1;453;1;28.55;Un;0;0;0;5102;0
556342;2;120;1;12.9;Un;18;0;20;5102;33.33
556342;3;442;1;27.93;Bd;0;0;0;5102;0
556622;1;121;2.98;32.2;Kg;18;0;20;5102;33.33
556622;2;108;2;16.8;Un;18;0;20;5102;33.33
556622;3;105;1;16.8;Un;18;0;20;5102;33.33
556622;4;808;2;7.4;Un;0;0;60;5405;0
556622;5;116;2.02;48.54;Kg;18;0;20;5102;33.33
556622;6;122;8.3;36.8;Kg;12;0;0;5102;0
556622;7;125;2;50.17;Un;18;0;20;5102;33.33
556622;8;170;5;32.94;Kg;12;0;0;5102;0
556622;9;412;2;7.93;Kg;18;0;20;5102;33.33
556622;10;415;1;17.42;Kg;18;0;20;5102;33.33
556622;11;416;1;18.98;Kg;18;0;20;5102;33.33
556622;12;117;4.435;61.48;Kg;18;0;20;5102;33.33
556343;1;505;30;21.28;Kg;18;3;20;5102;61.11
556345;1;1028;1;21.5;Un;18;0;20;5102;33.33
556346;1;412;1;7.93;Kg;18;0;20;5102;33.33
556347;1;160;3.85;39.1;Kg;12;3;0;5102;0
556347;2;101;27;5.4;Un;0;3;60;5405;0
556347;3;292;27;3.02;Un;0;3;60;5405;0
556348;1;745;1;2.5;Un;18;3;20;5102;12
556349;1;160;10.84;39.1;Kg;12;0;0;5102;0
556350;1;213;21.24;20.05;Kg;0;0;0;5102;0
556350;2;499;12.5;7.64;Kg;18;0;20;5102;33.33
556351;1;117;7.254;61.48;Kg;18;0;20;5102;33.33
556351;2;284;2.63;57.9;Kg;0;0;0;5102;0
556351;3;106;9;28.91;Kg;18;0;20;5102;33.33
556351;4;170;10;32.94;Kg;12;0;0;5102;0
556351;5;567;6.43;58.94;Kg;0;0;60;5405;0
556351;6;182;24;2.75;Un;0;0;60;5405;0
556351;7;181;3.2;45.12;Kg;18;0;20;5102;33.33
556352;1;267;1;26.74;Un;18;0;20;5102;33.33
556353;1;1169;20;35.4;Kg;18;0;0;5102;0
556353;2;565;1;18.1;Un;12;0;0;5102;0
556353;3;284;2.62;57.9;Kg;0;0;0;5102;0
556353;4;221;1.82;33.23;Kg;0;0;60;5405;0
556353;5;114;3.27;41.53;Kg;18;0;20;5102;33.33
556353;6;217;3.5;29.37;Kg;0;0;60;5405;0
556354;1;357;6;73.15;Un;18;1;20;5102;61.11
556354;2;992;60;5.3;Lt;12;2;60;5405;0
556354;3;359;2;59.67;Kg;18;0;20;5102;33.33
556355;1;155;15;37.35;Kg;18;3;20;5102;33.33
556356;1;357;4;73.15;Un;18;1;20;5102;61.11
556356;2;301;3;83.52;Un;18;0;0;5102;0
556358;1;508;1.542;11.14;Kg;18;0;20;5102;61.11
556358;2;509;1.58;8.85;Kg;18;0;20;5102;61.11
556358;3;510;1.54;16.82;Kg;18;0;20;5102;61.11
556358;4;110;0.408;39.9;Kg;12;0;0;5102;0
556358;5;122;4.095;36.8;Kg;12;0;0;5102;0
556358;6;204;3.7;16.97;Kg;0;0;70;5405;0
556358;7;156;1;37.35;Un;18;0;20;5102;33.33
556358;8;124;1;16.47;Un;18;0;20;5102;33.33
556358;9;992;10;5.3;Lt;12;2;60;5405;0
556358;10;508;1.53;11.14;Kg;18;0;20;5102;61.11
556358;11;509;1.45;8.85;Kg;18;0;20;5102;61.11
556358;12;510;1.45;16.82;Kg;18;0;20;5102;61.11
556359;1;110;3.4;37.38;Kg;12;0;0;5102;0
556359;2;117;2.698;61.48;Kg;18;0;20;5102;33.33
556359;3;122;2.214;36.8;Kg;12;0;0;5102;0
556359;4;485;0.5;83.54;Kg;18;0;0;5102;0
556360;1;155;5;37.35;Kg;18;0;20;5102;33.33
556360;2;503;5;43.7;Kg;18;0;20;5102;61.11
556360;3;213;3.55;20.05;Kg;0;0;0;5102;0
556660;1;263;0.162;59.9;Kg;0;0;0;5102;0
556361;1;205;3.56;22.62;Kg;0;3;0;5102;0
556361;2;122;16.9;36.8;Kg;12;3;0;5102;0
556361;3;503;20;43.7;Kg;18;3;20;5102;61.11
556361;4;224;5;22;Kg;0;3;0;5102;0
556661;1;232;5;24.69;Kg;0;0;60;5405;0
556762;1;992;24;5.54;Lt;12;2;60;5405;0
556762;2;359;0.6;59.67;Kg;18;0;20;5102;33.33
556362;1;122;12.45;36.8;Kg;12;3;0;5102;0
556362;2;205;3.5;22.62;Kg;0;3;0;5102;0
556362;3;124;2;16.47;Un;18;3;20;5102;33.33
556362;4;224;5;22;Kg;0;3;0;5102;0
556363;1;126;10.2;12.21;Kg;18;0;20;5102;33.33
556363;2;182;24;2.75;Un;0;0;60;5405;0
556363;3;154;3;9.47;Un;18;0;20;5102;33.33
556363;4;129;6;34.87;Un;18;0;20;5102;33.33
556363;5;170;15;32.94;Kg;12;0;0;5102;0
556363;6;317;2;1.89;Un;0;0;0;5102;0
556363;7;365;2;4.37;Lt;18;0;0;5102;0
556363;8;346;3;12.65;Un;18;0;0;5102;0
556363;9;2204;3;18.14;Un;0;0;0;5102;0
556623;1;1169;15;35.4;Kg;18;0;0;5102;0
556662;1;170;15;32.94;Kg;12;0;0;5102;0
556624;1;196;26.55;26.79;Kg;18;0;20;5102;33.33
556624;2;315;2.3;27.84;Kg;18;0;20;5102;33.33
556365;1;122;49.8;36.8;Kg;12;0;0;5102;0
556365;2;170;20;32.94;Kg;12;0;0;5102;0
556365;3;119;3;33.18;Un;0;0;60;5405;0
556365;4;117;1.086;61.48;Kg;18;0;20;5102;33.33
556365;5;359;3;59.67;Kg;18;0;20;5102;33.33
556365;6;992;48;5.3;Lt;12;2;60;5405;0
556365;7;182;12;2.75;Un;0;0;60;5405;0
556366;1;170;5;32.94;Kg;12;0;0;5102;0
556625;1;144;10;44.37;Un;18;0;0;5102;0
556625;2;155;3;37.35;Kg;18;0;20;5102;33.33
556625;3;108;20;16.8;Un;18;0;20;5102;33.33
556625;4;267;12;25.74;Un;18;0;20;5102;33.33
556367;1;382;3;52.36;Un;18;0;20;5102;33.33
556367;2;411;4;9.7;Kg;18;0;20;5102;33.33
556367;3;106;9.55;28.91;Kg;18;0;20;5102;33.33
556367;4;379;2;11.31;Un;18;0;20;5102;61.11
556367;5;160;5.36;39.1;Kg;12;0;0;5102;0
556367;6;352;1;17.48;Un;18;0;0;5102;0
556367;7;122;12.4;36.8;Kg;12;0;0;5102;0
556367;8;370;4;18.14;Un;18;0;0;5102;0
556367;9;490;0.5;21.6;Kg;0;0;0;5102;0
556367;10;334;1;12.39;Un;18;0;20;5102;12
556367;11;346;2;12.65;Un;18;0;0;5102;0
556367;12;435;3;28.75;Un;18;0;20;5102;12
556367;13;418;8;8.19;Kg;18;0;20;5102;33.33
556368;1;122;24.6;36.8;Kg;12;0;0;5102;0
556368;2;170;5;32.94;Kg;12;0;0;5102;0
556368;3;117;1.09;61.48;Kg;18;0;20;5102;33.33
556626;1;156;3;37.35;Un;18;0;20;5102;33.33
556626;2;446;2;12.66;Un;0;0;0;5102;0
556626;3;376;12;29.57;Un;12;0;0;5102;0
556626;4;213;0.404;26.9;Kg;0;0;0;5102;0
556369;1;148;3.01;38.28;Kg;12;0;0;5102;0
556369;2;224;15;22;Kg;0;0;0;5102;0
556369;3;227;10;18.99;Kg;0;0;60;5405;0
556369;4;445;1;19.55;Un;18;0;20;5102;33.33
556369;5;156;2;37.35;Un;18;0;20;5102;33.33
556627;1;205;0.256;22.62;Kg;0;3;0;5102;0
556627;2;250;0.35;68.08;Kg;0;3;60;5405;0
556627;3;122;4.08;36.8;Kg;12;3;0;5102;0
556370;1;305;4;17.7;Cx;18;0;20;5102;61.11
556370;2;217;20.7;29.37;Kg;0;0;60;5405;0
556370;3;159;24.037;40.37;Kg;18;0;20;5102;33.33
556370;4;114;21.937;41.53;Kg;18;0;20;5102;33.33
556370;5;230;7.5;25.74;Kg;0;0;60;5405;0
556370;6;503;10;43.7;Kg;18;0;20;5102;61.11
556370;7;143;5.45;57.75;Kg;12;0;0;5102;0
556370;8;992;60;5.3;Lt;12;2;60;5405;0
556370;9;220;20;22.62;Kg;0;0;60;5405;0
556370;10;290;10;25.05;Kg;18;0;20;5102;33.33
556371;1;105;3;16.8;Un;18;3;20;5102;33.33
556371;2;121;3.13;32.2;Kg;18;3;20;5102;33.33
556371;3;416;5;18.98;Kg;18;3;20;5102;33.33
556372;1;397;1;14.2;Un;0;0;60;5405;0
556372;2;2045;1;20;Un;0;0;0;5102;0
556373;1;170;5;32.94;Kg;12;0;0;5102;0
556373;2;120;6;12.9;Un;18;0;20;5102;33.33
556373;3;418;6;8.19;Kg;18;0;20;5102;33.33
556373;4;136;0.81;51.9;Kg;18;0;20;5102;33.33
556628;1;364;1;21.24;Un;12;0;0;5102;0
556628;2;442;1;27.93;Bd;0;0;0;5102;0
556628;3;128;1;20.5;Un;18;0;20;5102;12
556628;4;436;2;35.56;Un;0;0;0;5102;0
556628;5;453;1;28.55;Un;0;0;0;5102;0
556628;6;196;2.128;26.79;Kg;18;0;20;5102;33.33
556628;7;709;0.32;59.9;Kg;0;0;0;5102;0
556628;8;301;1;83.52;Un;18;0;0;5102;0
556628;9;155;4;37.35;Kg;18;0;20;5102;33.33
556628;10;191;1;15.6;Lt;18;0;0;5102;0
556374;1;122;24.9;36.8;Kg;12;0;0;5102;0
556374;2;156;2;37.35;Un;18;0;20;5102;33.33
556374;3;376;16;29.57;Un;12;0;0;5102;0
556374;4;213;0.442;26.9;Kg;0;0;0;5102;0
556375;1;170;30;32.94;Kg;12;0;0;5102;0
556376;1;314;1;83.52;Un;18;0;20;5102;33.33
556376;2;442;3;27.93;Bd;0;0;0;5102;0
556376;3;411;4;9.7;Kg;18;0;20;5102;33.33
556376;4;456;3;30.86;Un;0;0;0;5102;0
556376;5;712;1;25.8;Kg;18;0;20;5102;61.11
556376;6;205;3.43;22.62;Kg;0;0;0;5102;0
556376;7;307;3;46.4;Un;18;0;20;5102;33.33
556376;8;505;5;21.28;Kg;18;0;20;5102;61.11
556376;9;500;5;37.95;Kg;18;0;20;5102;61.11
556376;10;509;2.27;8.85;Kg;18;0;20;5102;61.11
556376;11;146;2.24;42;Kg;18;0;20;5102;33.33
556629;1;167;1.112;49.84;Kg;18;0;20;5102;33.33
556629;2;166;1.21;49.51;Kg;18;0;20;5102;33.33
556629;3;108;3;16.8;Un;18;0;20;5102;33.33
556629;4;170;10;32.94;Kg;12;0;0;5102;0
556629;5;160;5.33;39.1;Kg;12;0;0;5102;0
556629;6;253;0.8;71.19;Kg;18;0;20;5102;33.33
556629;7;456;1;30.86;Un;0;0;0;5102;0
556629;8;503;5;43.7;Kg;18;0;20;5102;61.11
556629;9;796;3.085;28.8;Kg;0;0;0;5102;0
556377;1;460;2;45.74;Bd;18;0;20;5102;33.33
556377;2;625;2;8.1;Un;0;0;0;5102;0
556377;3;317;1;1.89;Un;0;0;0;5102;0
556377;4;2027;2;9.9;Un;12;0;0;5102;0
556377;5;191;2;15.6;Lt;18;0;0;5102;0
556377;6;193;4;14.69;Lt;18;0;20;5102;33.33
556377;7;992;2;5.3;Lt;12;2;60;5405;0
556377;8;712;0.25;25.8;Kg;18;0;20;5102;61.11
556377;9;331;1;10.34;Un;0;0;60;5405;0
556377;10;490;0.13;21.6;Kg;0;0;0;5102;0
556377;11;101;3;5.4;Un;0;0;60;5405;0
556377;12;391;5;2.89;Lt;0;0;60;5405;0
556377;13;401;6;2.53;Lt;0;0;60;5405;0
556377;14;315;0.26;27.84;Kg;18;0;20;5102;33.33
556377;15;1406;4;12.9;Un;0;0;0;5102;0
556377;16;602;3;52.28;Un;18;0;20;5102;33.33
556377;17;173;5;15.98;Kg;18;0;20;5102;61.11
556377;18;442;1;27.93;Bd;0;0;0;5102;0
556630;1;509;2.05;8.85;Kg;18;3;20;5102;61.11
556630;2;500;5;37.95;Kg;18;3;20;5102;61.11
556630;3;505;5;21.28;Kg;18;3;20;5102;61.11
556630;4;510;2.32;18.1;Kg;18;3;20;5102;61.11
556630;5;506;2;11.64;Kg;18;3;20;5102;61.11
556378;1;122;24.8;36.8;Kg;12;3;0;5102;0
556378;2;194;2.23;53.18;Kg;12;3;0;5102;0
556379;1;500;10;37.95;Kg;18;3;20;5102;61.11
556379;2;148;13;38.28;Kg;12;3;0;5102;0
556379;3;120;12;12.9;Un;18;3;20;5102;33.33
556380;1;122;20.8;36.8;Kg;12;3;0;5102;0
556380;2;148;12.35;38.28;Kg;12;3;0;5102;0
556380;3;267;2;26.74;Un;18;3;20;5102;33.33
556381;1;992;48;5.3;Lt;12;2;60;5405;0
556381;2;402;10;14.75;Kg;18;2;20;5102;33.33
556381;3;881;5.1;16.93;Kg;18;2;20;5102;12
556381;4;307;1;46.4;Un;18;2;20;5102;33.33
556381;5;319;1;44.08;Bd;18;2;20;5102;33.33
556381;6;684;20;22.23;Un;18;2;20;5102;33.33
556382;1;120;12;12.9;Un;18;0;20;5102;33.33
556382;2;442;2;27.93;Bd;0;0;0;5102;0
556382;3;305;1;17.7;Cx;18;0;20;5102;61.11
556382;4;155;4;37.35;Kg;18;0;20;5102;33.33
556382;5;389;1;56.4;Bd;18;0;20;5102;33.33
556382;6;433;5;16.8;Un;18;0;20;5102;61.11
556382;7;254;0.15;129.9;Kg;0;0;60;5405;0
556383;1;122;16.3;36.8;Kg;12;0;0;5102;0
556383;2;150;0.658;38.28;Kg;18;0;20;5102;33.33
556384;1;992;5;5.3;Lt;12;2;60;5405;0
556385;1;152;13.95;97.44;Kg;18;0;20;5102;33.33
556385;2;154;15;9.47;Un;18;0;20;5102;33.33
556385;3;134;1;26.76;Un;18;0;20;5102;33.33
556385;4;364;6;21.24;Un;12;0;0;5102;0
556385;5;260;5;28.5;Kg;0;0;60;5405;0
556385;6;232;10;24.69;Kg;0;0;60;5405;0
556385;7;503;5;43.7;Kg;18;0;20;5102;61.11
556386;1;436;6;35.56;Un;0;0;0;5102;0
556386;2;160;5.55;39.1;Kg;12;0;0;5102;0
556386;3;181;3.22;42.12;Kg;18;0;20;5102;33.33
556386;4;440;5;30.21;Bd;0;0;0;5102;0
556386;5;106;3.9;28.91;Kg;18;0;20;5102;33.33
556386;6;302;1;42.06;Bd;18;0;20;5102;33.33
556386;7;420;1;49.14;Bd;18;0;20;5102;33.33
556386;8;371;2;216.86;Bd;18;0;20;5102;61.11
556386;9;305;1;17.7;Cx;18;0;20;5102;61.11
556386;10;907;1;22.16;Cx;18;0;0;5102;0
