CODCLIFOR;TIPOCF;CODREPRES;NOMEFAN;CIDADE;UF;CODMUNICIPIO;TIPOPESSOA;COBRBANC;PRAZOPGTO
2433;1;28;Cliente 2433;SÃO PAULO;SP;3550308;2;-1;21
2434;1;9;Cliente 2434;SÃO PAULO;SP;3550308;2;-1;14
2436;1;9;Cliente 2436;SÃO PAULO;SP;3550308;2;-1;14
2437;1;9;Cliente 2437;SÃO PAULO;SP;3550308;2;-1;21
2438;1;9;Cliente 2438;SÃO PAULO;SP;3550308;2;-1;14
2440;1;9;Cliente 2440;SÃO PAULO;SP;3550308;2;-1;14
2441;1;24;Cliente 2441;SÃO PAULO;SP;3550308;2;0;0
2442;1;9;Cliente 2442;SÃO PAULO;SP;3550308;2;-1;7
2443;1;9;Cliente 2443;SÃO PAULO;SP;3550308;2;-1;21
2444;1;9;Cliente 2444;SÃO PAULO;SP;3550308;2;0;0
2445;1;17;Cliente 2445;SÃO PAULO;SP;3550308;2;-1;14
2446;1;28;Cliente 2446;SÃO PAULO;SP;3550308;2;0;0
2448;1;9;Cliente 2448;SÃO PAULO;SP;3550308;2;-1;15
2449;1;9;Cliente 2449;SÃO PAULO;SP;3550308;2;-1;14
2451;1;28;Cliente 2451;SÃO PAULO;SP;3550308;2;-1;14
2452;1;9;Cliente 2452;SÃO PAULO;SP;3550308;2;-1;21
2453;1;28;Cliente 2453;SÃO PAULO;SP;3550308;2;-1;14
2454;1;34;Cliente 2454;SÃO PAULO;SP;3550308;2;0;
2455;1;9;Cliente 2455;SÃO PAULO;SP;3550308;2;0;0
2456;1;27;Cliente 2456;SÃO PAULO;SP;3550308;2;-1;14
2458;1;9;Cliente 2458;SÃO PAULO;SP;3550308;2;-1;14
2459;1;9;Cliente 2459;SÃO PAULO;SP;3550308;2;-1;21
2461;1;11;Cliente 2461;SÃO PAULO;SP;3550308;2;-1;14
2462;1;28;Cliente 2462;SÃO PAULO;SP;3550308;2;-1;14
2463;1;9;Cliente 2463;SAO PAULO;SP;3550308;2;-1;10
2464;1;9;Cliente 2464;BERTIOGA;SP;3506359;2;0;0
2465;1;9;Cliente 2465;SÃO PAULO;SP;3550308;2;-1;21
2466;1;31;Cliente 2466;SÃO PAULO;SP;3550308;1;0;14
2467;1;9;Cliente 2467;SÃO PAULO;SP;3550308;1;0;0
2468;1;22;Cliente 2468;SÃO PAULO;SP;3550308;1;0;0
2469;1;9;Cliente 2469;SÃO PAULO;SP;3550308;1;0;0
2470;1;9;Cliente 2470;SÃO PAULO;SP;3550308;1;0;14
2471;1;9;Cliente 2471;SÃO PAULO;SP;3550308;2;0;0
2472;1;27;Cliente 2472;SÃO PAULO;SP;3550308;2;-1;14
2473;1;9;Cliente 2473;SÃO PAULO;SP;3550308;2;0;28
2474;1;9;Cliente 2474;SÃO PAULO;SP;3550308;2;0;14
2475;1;9;Cliente 2475;SÃO PAULO;SP;3550308;1;0;0
2476;1;9;Cliente 2476;SÃO PAULO;SP;3550308;2;0;14
2479;1;9;Cliente 2479;SÃO PAULO;SP;3550308;2;0;14
2480;1;9;Cliente 2480;SÃO PAULO;SP;3550308;1;0;0
2481;1;9;Cliente 2481;SÃO PAULO;SP;3550308;1;0;0
2482;1;9;Cliente 2482;SÃO PAULO;SP;3550308;1;0;0
2483;1;31;Cliente 2483;SÃO PAULO;SP;3550308;1;0;0
2484;1;9;Cliente 2484;SÃO PAULO;SP;3550308;1;0;0
2485;1;9;Cliente 2485;SÃO PAULO;SP;3550308;1;0;0
2486;1;9;Cliente 2486;SÃO PAULO;SP;3550308;1;0;0
2487;1;9;Cliente 2487;SÃO PAULO;SP;3550308;1;0;0
2488;1;9;Cliente 2488;SÃO PAULO;SP;3550308;1;0;0
2489;1;9;Cliente 2489;SÃO PAULO;SP;3550308;2;0;14
2490;1;22;Cliente 2490;SÃO PAULO;SP;3550308;1;0;0
2491;1;31;Cliente 2491;SÃO PAULO;SP;3550308;2;0;0
2492;1;22;Cliente 2492;SÃO PAULO;SP;3550308;1;0;0
2493;1;9;Cliente 2493;SÃO PAULO;SP;3550308;1;0;0
2494;1;9;Cliente 2494;SÃO PAULO;SP;3550308;2;0;0
2495;1;9;Cliente 2495;SÃO PAULO;SP;3550308;2;0;0
2496;1;9;Cliente 2496;SÃO PAULO;SP;3550308;1;0;14
2497;1;9;Cliente 2497;SÃO PAULO;SP;3550308;2;0;0
2498;1;9;Cliente 2498;SÃO PAULO;SP;3550308;1;0;7
2499;1;9;Cliente 2499;SÃO PAULO;SP;3550308;2;0;14
2500;1;22;Cliente 2500;SÃO PAULO;SP;3550308;2;0;14
2501;1;9;Cliente 2501;SÃO PAULO;SP;3550308;1;0;0
2502;1;9;Cliente 2502;SÃO PAULO;SP;3550308;2;0;14
2503;1;29;Cliente 2503;SÃO PAULO;SP;3550308;2;-1;14
2505;1;27;Cliente 2505;SÃO PAULO;SP;3550308;2;-1;14
2506;1;29;Cliente 2506;SÃO PAULO;SP;3550308;2;-1;14
2507;1;9;Cliente 2507;SÃO PAULO;SP;3550308;2;0;0
2508;1;9;Cliente 2508;SÃO PAULO;SP;3550308;2;-1;7
2509;1;22;Cliente 2509;SÃO PAULO;SP;3550308;2;0;0
2510;1;9;Cliente 2510;SÃO PAULO;SP;3550308;1;0;0
2511;1;9;Cliente 2511;SÃO PAULO;SP;3550308;1;0;0
2512;1;31;Cliente 2512;SÃO PAULO;SP;3550308;1;0;0
2513;1;9;Cliente 2513;SÃO PAULO;SP;3550308;2;0;0
2514;1;31;Cliente 2514;SÃO PAULO;SP;3550308;1;0;0
2515;1;9;Cliente 2515;SÃO PAULO;SP;3550308;2;0;0
2516;1;9;Cliente 2516;SÃO PAULO;;3550308;1;0;0
2517;1;9;Cliente 2517;SANTO ANDRE;SP;3547809;1;0;0
2518;1;9;Cliente 2518;SÃO PAULO;SP;3550308;2;0;14
2519;1;9;Cliente 2519;SÃO PAULO;SP;3550308;2;-1;14
2520;1;9;Cliente 2520;SÃO PAULO;SP;3550308;1;0;0
2521;1;9;Cliente 2521;SÃO PAULO;SP;3550308;1;0;0
2522;1;9;Cliente 2522;SANTO ANDRE;SP;3547809;1;0;0
2523;1;22;Cliente 2523;SÃO PAULO;;3550308;1;0;0
2524;1;9;Cliente 2524;SÃO PAULO;;3550308;2;0;0
2525;1;9;Cliente 2525;SÃO PAULO;SP;3550308;2;0;0
2526;1;9;Cliente 2526;SAO PAULO;SP;3550308;2;-1;10
2527;1;9;Cliente 2527;SÃO PAULO;SP;3550308;2;-1;14
2529;1;9;Cliente 2529;SÃO PAULO;SP;3550308;2;0;0
2530;1;9;Cliente 2530;SÃO PAULO;SP;3550308;2;0;0
2531;1;9;Cliente 2531;SÃO PAULO;SP;3550308;2;-1;14
2532;1;9;Cliente 2532;SÃO PAULO;SP;3550308;2;-1;14
2533;1;9;Cliente 2533;SÃO PAULO;SP;3550308;2;-1;14
2534;1;30;Cliente 2534;SÃO PAULO;SP;3550308;2;-1;14
2535;1;9;Cliente 2535;SÃO PAULO;SP;3550308;1;0;0
2536;1;9;Cliente 2536;SÃO PAULO;SP;3550308;1;0;0
2538;1;9;Cliente 2538;SÃO PAULO;SP;3550308;2;0;0
2539;1;9;Cliente 2539;SÃO PAULO;SP;3550308;2;0;0
2540;1;9;Cliente 2540;SÃO PAULO;SP;3550308;2;-1;14
2541;1;9;Cliente 2541;SÃO PAULO;SP;3550308;2;0;0
2542;1;9;Cliente 2542;SÃO PAULO;SP;3550308;2;-1;14
2543;1;9;Cliente 2543;SÃO PAULO;SP;3550308;2;0;0
2545;1;9;Cliente 2545;SÃO PAULO;SP;3550308;1;0;0
2546;1;9;Cliente 2546;SÃO PAULO;SP;3550308;1;0;0
2547;1;9;Cliente 2547;SÃO PAULO;;3550308;2;0;0
2548;1;9;Cliente 2548;SÃO PAULO;SP;3550308;2;0;0
2549;1;9;Cliente 2549;SÃO PAULO;SP;3550308;2;0;0
2550;1;4;Cliente 2550;UBATUBA;SP;3555406;2;-1;14
2551;1;28;Cliente 2551;SÃO PAULO;SP;3550308;2;-1;14
2552;1;9;Cliente 2552;SÃO PAULO;SP;3550308;2;-1;7
2554;1;22;Cliente 2554;SÃO PAULO;;3550308;1;0;0
2555;1;9;Cliente 2555;SÃO PAULO;SP;3550308;2;-1;14
2556;1;9;Cliente 2556;SÃO PAULO;SP;3550308;2;-1;14
2557;1;9;Cliente 2557;SÃO PAULO;SP;3550308;2;-1;14
2558;1;9;Cliente 2558;GUARULHOS;SP;3518800;2;0;1
2559;1;27;Cliente 2559;SAO PAULO;SP;3550308;2;-1;14
2560;1;9;Cliente 2560;SAO PAULO;SP;3550308;2;-1;21
2561;1;9;Cliente 2561;SAO PAULO;SP;3550308;2;0;0
2562;1;32;Cliente 2562;SAO PAULO;SP;3550308;2;-1;7
2563;1;9;Cliente 2563;SAO PAULO;SP;3550308;2;-1;0
2565;1;9;Cliente 2565;SAO PAULO;SP;;2;0;0
2568;1;9;Cliente 2568;SAO PAULO;SP;3550308;2;-1;0
2573;1;9;Cliente 2573;SAO PAULO;SP;3550308;2;0;0
2574;1;9;Cliente 2574;SAO PAULO;SP;;2;-1;0
2575;1;9;Cliente 2575;SAO PAULO;SP;;2;0;0
2579;1;9;Cliente 2579;SAO PAULO;SP;;2;-1;0
2580;1;27;Cliente 2580;SÃO PAULO;SP;3550308;2;-1;14
2581;1;9;Cliente 2581;DIADEMA;SP;3513801;2;0;14
2586;1;9;Cliente 2586;SAO PAULO;SP;3550308;2;-1;21
2587;1;9;Cliente 2587;SAO PAULO;SP;3522208;2;-1;0
2588;1;9;Cliente 2588;SAO PAULO;SP;3550308;2;-1;14
2589;1;9;Cliente 2589;SAO PAULO;SP;3550308;2;0;0
2590;1;9;Cliente 2590;SAO PAULO;SP;3550308;2;-1;14
2591;1;9;Cliente 2591;SAO PAULO;SP;3550308;2;-1;14
2592;1;9;Cliente 2592;SÃO PAULO;SP;3550308;2;-1;0
2596;1;9;Cliente 2596;SÃO PAULO;SP;3550308;2;-1;14
2597;1;9;Cliente 2597;SAO PAULO;SP;3550308;2;-1;21
2598;1;9;Cliente 2598;SAO PAULO;SP;3550308;2;-1;14
2599;1;9;Cliente 2599;SAO PAULO;SP;3550308;2;0;0
2601;1;9;Cliente 2601;SAO PAULO;SP;;2;-1;0
2603;1;9;Cliente 2603;SAO PAULO;SP;3550308;2;-1;14
2604;1;9;Cliente 2604;SAO PAULO;SP;;2;0;0
2606;1;;Cliente 2606;SAO PAULO;SP;3550308;1;-1;14
2607;1;27;Cliente 2607;SÃO PAULO;SP;3550308;2;-1;14
2610;1;9;Cliente 2610;;SP;;2;-1;0
2615;1;32;Cliente 2615;SAO PAULO;SP;3550308;2;-1;14
2616;1;9;Cliente 2616;SÃO PAULO;SP;3550308;2;-1;14
2617;1;27;Cliente 2617;SÃO PAULO;SP;3550308;2;-1;14
2618;1;9;Cliente 2618;SAO PAULO;SP;;2;-1;0
2619;1;33;Cliente 2619;SAO PAULO;SP;3550308;2;-1;14
2622;1;9;Cliente 2622;SAO PAULO;SP;3550308;2;-1;14
2623;1;9;Cliente 2623;SAO PAULO;SP;3550308;2;-1;10
2624;1;27;Cliente 2624;SAO PAULO;SP;3550308;2;-1;14
2625;1;27;Cliente 2625;SAO PAULO;SP;3550308;2;-1;14
2626;1;9;Cliente 2626;SAO PAULO;SP;3550308;2;0;0
2627;1;27;Cliente 2627;SAO PAULO;SP;3550308;2;-1;14
2628;1;32;Cliente 2628;SAO PAULO;SP;3550308;2;-1;28
2629;1;9;Cliente 2629;SAO PAULO;SP;3550308;2;-1;14
2630;1;9;Cliente 2630;SAO PAULO;SP;3550308;2;-1;14
2631;1;9;Cliente 2631;SAO PAULO;SP;3550308;2;-1;7
2632;1;9;Cliente 2632;SAO PAULO;SP;3550308;2;-1;14
2633;1;11;Cliente 2633;SAO PAULO;SP;3550308;2;-1;14
2634;1;9;Cliente 2634;SAO PAULO;SP;3500105;2;-1;0
2635;1;32;Cliente 2635;SAO PAULO;SP;3550308;2;-1;14
2636;1;;Cliente 2636;sao paulo;SP;;2;0;0
2637;1;;Cliente 2637;;SP;;2;-1;0
2638;1;6;Cliente 2638;SAO ROQUE;SP;;2;-1;0
2639;1;;Cliente 2639;SÃO PAULO;SP;;2;-1;0
2640;1;;Cliente 2640;;SP;;2;0;0
2641;1;;Cliente 2641;;SP;;2;-1;0
2642;1;;Cliente 2642;;SP;;1;-1;0
2643;1;;Cliente 2643;;SP;;2;-1;0
2644;1;;Cliente 2644;;SP;;2;-1;0
2646;1;;Cliente 2646;;SP;;2;-1;0
2647;1;;Cliente 2647;;SP;;2;-1;0
2648;1;;Cliente 2648;;SP;;2;-1;0
2650;1;32;Cliente 2650;SAO PAULO;SP;3550308;2;-1;14
2651;1;9;Cliente 2651;SAO PAULO;SP;3550308;2;-1;14
2652;1;;Cliente 2652;SAO PAULO;SP;3550308;2;0;0
2653;1;9;Cliente 2653;;SP;;2;-1;0
2654;1;4;Cliente 2654;UBATUBA;SP;3555406;2;-1;14
2655;1;9;Cliente 2655;SAO PAULO;SP;3550308;2;-1;14
2656;1;9;Cliente 2656;SAO PAULO;SP;3550308;2;-1;14
2657;1;9;Cliente 2657;;SP;;2;-1;0
2658;1;9;Cliente 2658;SAO PAULO;SP;3550308;2;0;0
2659;1;9;Cliente 2659;SAO PAULO;SP;3550308;2;-1;14
2660;1;9;Cliente 2660;SAO PAULO;SP;3550308;2;-1;21
2662;1;9;Cliente 2662;SAO PAULO;SP;3550308;2;-1;14
2663;1;27;Cliente 2663;SÃO PAULO;SP;3550308;2;-1;14
2664;1;9;Cliente 2664;SAO PAULO;SP;3550308;2;-1;7
2666;1;9;Cliente 2666;GUARULHOS;SP;3518800;2;-1;7
2667;1;9;Cliente 2667;SAO PAULO;SP;3550308;2;-1;21
2668;1;9;Cliente 2668;SAO PAULO;SP;3550308;2;-1;10
2669;1;27;Cliente 2669;SAO PAULO;SP;3550308;2;-1;10
2670;1;9;Cliente 2670;SAO PAULO;SP;3550308;2;-1;0
2671;1;9;Cliente 2671;SANTO ANDRÉ;SP;3547809;2;-1;5
2672;1;27;Cliente 2672;SAO PAULO;SP;3550308;2;-1;14
2673;1;28;Cliente 2673;SAO PAULO;SP;3550308;2;-1;14
2674;1;9;Cliente 2674;SAO PAULO;SP;;2;-1;0
2675;1;29;Cliente 2675;SAO PAULO;SP;3550308;2;-1;14
2676;1;9;Cliente 2676;BARUERI;SP;3505708;2;-1;7
2677;1;;Cliente 2677;;SP;;1;-1;0
2678;1;31;Cliente 2678;;SP;;1;-1;0
2679;1;31;Cliente 2679;SAO PAULO;SP;;1;-1;0
2680;1;31;Cliente 2680;SAO PAULO;SP;;2;-1;0
2681;1;31;Cliente 2681;;SP;;1;-1;0
2682;1;31;Cliente 2682;;SP;;1;-1;0
2683;1;31;Cliente 2683;;SP;;1;-1;0
2684;1;31;Cliente 2684;;SP;;1;-1;0
2685;1;31;Cliente 2685;SAO PAULO;SP;;1;-1;0
2686;1;31;Cliente 2686;SAO PAULO;SP;;2;-1;0
2687;1;31;Cliente 2687;SAO PAULO;SP;;1;-1;0
2689;1;31;Cliente 2689;SAO PAULO;SP;;1;-1;0
2690;1;31;Cliente 2690;SAO PAULO;SP;;1;-1;0
2691;1;31;Cliente 2691;SAO PAULO;SP;;1;-1;0
2692;1;31;Cliente 2692;SAO PAULO;SP;;1;0;0
2693;1;31;Cliente 2693;SAO PAULO;SP;;1;-1;0
2694;1;31;Cliente 2694;SAO PAULO;SP;;1;-1;0
2695;1;31;Cliente 2695;;SP;;1;-1;0
2696;1;31;Cliente 2696;;SP;;1;-1;0
2697;1;31;Cliente 2697;SAO PAULO;SP;;1;-1;0
2698;1;31;Cliente 2698;SAO PAULO;SP;;1;-1;0
2699;1;31;Cliente 2699;sao paulo;SP;;1;-1;0
2700;1;31;Cliente 2700;;SP;;1;-1;0
2701;1;31;Cliente 2701;SAO PAULO;SP;;1;-1;0
2702;1;31;Cliente 2702;SAO PAULO;SP;;1;-1;0
2703;1;31;Cliente 2703;SAO PAULO;SP;;1;-1;0
2704;1;31;Cliente 2704;;SP;;1;-1;0
2705;1;31;Cliente 2705;SAO PAULO;SP;;1;-1;0
2706;1;31;Cliente 2706;SAO PAULOI;SP;;1;-1;0
2707;1;31;Cliente 2707;SAO PAULO;SP;;1;-1;0
2708;1;31;Cliente 2708;SAO PAULO;SP;;1;-1;0
2709;1;31;Cliente 2709;SAO PAULO;SP;;1;-1;0
2710;1;31;Cliente 2710;;SP;;1;-1;0
2711;1;31;Cliente 2711;;SP;;1;-1;0
2712;1;31;Cliente 2712;SAO PAULO;SP;;1;-1;0
2713;1;31;Cliente 2713;SAO PAULO;SP;;1;-1;0
2714;1;31;Cliente 2714;SAO PAULO;SP;;1;-1;0
2715;1;31;Cliente 2715;SAO PAULO;SP;;1;-1;0
2716;1;31;Cliente 2716;;SP;;1;-1;0
2717;1;31;Cliente 2717;;SP;;1;-1;0
2718;1;31;Cliente 2718;;SP;;2;-1;0
2719;1;31;Cliente 2719;SAO PAULO;SP;;1;-1;0
2720;1;31;Cliente 2720;SANTO ANDRE;SP;;1;-1;0
2721;1;31;Cliente 2721;;SP;;1;-1;0
2722;1;31;Cliente 2722;SAO PAULO;SP;;1;-1;0
2723;1;31;Cliente 2723;SAO PAULO;SP;;1;-1;0
2724;1;31;Cliente 2724;SAO PAULO;SP;;1;-1;0
2726;1;31;Cliente 2726;SAO PAULO;SP;;1;-1;0
2727;1;31;Cliente 2727;SAO PAULO;SP;;1;-1;0
2728;1;31;Cliente 2728;SAO PAULO;SP;;1;-1;0
2729;1;31;Cliente 2729;;SP;;1;-1;0
2730;1;31;Cliente 2730;SAO PAULO;SP;;1;-1;0
2731;1;31;Cliente 2731;;SP;;1;-1;0
2732;1;31;Cliente 2732;;SP;;2;-1;0
2733;1;31;Cliente 2733;SAO PAULO;SP;;1;-1;0
2734;1;31;Cliente 2734;;SP;;1;-1;0
2735;1;31;Cliente 2735;;SP;;1;-1;0
2736;1;31;Cliente 2736;SAO PAULO;SP;;1;-1;0
2737;1;31;Cliente 2737;SAO PAULO;SP;;1;-1;0
2738;1;31;Cliente 2738;SAO PAULO;SP;;1;-1;0
2739;1;31;Cliente 2739;;SP;;1;-1;0
2740;1;31;Cliente 2740;SAO PAULO;SP;;1;0;0
2741;1;31;Cliente 2741;SAO PAULO;SP;;1;-1;0
2742;1;31;Cliente 2742;SAO PAULO;SP;;1;-1;0
2743;1;31;Cliente 2743;SAO PAULO;SP;;1;-1;0
2744;1;31;Cliente 2744;SAO PAULO;SP;;1;0;0
2745;1;31;Cliente 2745;SAO PAULO;SP;;1;-1;0
2746;1;31;Cliente 2746;SAO PAULO;SP;;1;-1;0
2747;1;31;Cliente 2747;SAO PAULO;SP;;1;-1;0
2748;1;31;Cliente 2748;;SP;;1;-1;0
2749;1;31;Cliente 2749;SAO PAULO;SP;;1;-1;0
2750;1;31;Cliente 2750;SÃO PAULO;SP;;1;-1;0
2751;1;31;Cliente 2751;SAO PAULO;SP;;1;-1;0
2752;1;31;Cliente 2752;SAO PAULO;SP;;1;-1;0
2753;1;31;Cliente 2753;;SP;;1;-1;0
2754;1;31;Cliente 2754;;SP;;1;-1;0
2756;1;31;Cliente 2756;SAO PAULO;SP;;1;-1;0
2757;1;31;Cliente 2757;;SP;;1;-1;0
2758;1;31;Cliente 2758;;SP;;1;-1;0
2759;1;31;Cliente 2759;;SP;;1;-1;0
2760;1;31;Cliente 2760;;SP;;2;-1;0
2761;1;31;Cliente 2761;;SP;;2;-1;0
2763;1;31;Cliente 2763;;SP;;1;-1;0
2764;1;31;Cliente 2764;;SP;;2;-1;0
2766;1;31;Cliente 2766;;SP;;2;-1;0
2767;1;31;Cliente 2767;;SP;;2;-1;0
2768;1;31;Cliente 2768;;SP;;1;-1;0
2769;1;31;Cliente 2769;SAO PAULO;SP;;1;-1;0
2770;1;31;Cliente 2770;SAO PAULO;SP;;1;-1;0
2771;1;31;Cliente 2771;SAO PAULO;SP;;1;-1;0
2772;1;31;Cliente 2772;SAO PAULO;SP;;1;-1;0
2773;1;31;Cliente 2773;SAO PAULO;SP;;1;-1;0
2774;1;31;Cliente 2774;SAO PAULO;SP;;1;-1;0
2775;1;31;Cliente 2775;;SP;;1;-1;0
2776;1;31;Cliente 2776;;SP;;1;-1;0
2777;1;31;Cliente 2777;;SP;;1;-1;0
2778;1;31;Cliente 2778;SDAO PAULO;SP;;1;-1;0
2779;1;31;Cliente 2779;;SP;;1;-1;0
2780;1;31;Cliente 2780;;SP;;1;-1;0
2781;1;31;Cliente 2781;SAO PAULO;SP;;1;-1;0
2782;1;31;Cliente 2782;SAO PAULO;SP;;1;-1;0
2783;1;31;Cliente 2783;SAO PAULO;SP;;1;-1;0
2784;1;31;Cliente 2784;;SP;;1;-1;0
2785;1;31;Cliente 2785;SAO PAULO;SP;;1;0;0
2786;1;31;Cliente 2786;SAO PAULO;SP;;1;-1;0
2788;1;31;Cliente 2788;;SP;;1;-1;0
2789;1;31;Cliente 2789;;SP;;1;-1;0
2790;1;31;Cliente 2790;;SP;;1;-1;0
2791;1;31;Cliente 2791;;SP;;1;-1;0
2792;1;31;Cliente 2792;são paulo;SP;;1;-1;0
2793;1;31;Cliente 2793;;SP;;1;-1;0
2794;1;31;Cliente 2794;;SP;;1;-1;0
2795;1;31;Cliente 2795;;SP;;1;-1;0
2796;1;31;Cliente 2796;sao paulo;SP;;1;-1;0
2797;1;31;Cliente 2797;;SP;;1;-1;0
2798;1;31;Cliente 2798;;SP;;1;-1;0
2799;1;31;Cliente 2799;;SP;;1;-1;0
2800;1;31;Cliente 2800;;SP;;1;-1;0
2801;1;31;Cliente 2801;;SP;;1;-1;0
2802;1;31;Cliente 2802;;SP;;1;-1;0
2803;1;31;Cliente 2803;;SP;;1;-1;0
2804;1;31;Cliente 2804;;SP;;1;-1;0
2805;1;31;Cliente 2805;;SP;;1;-1;0
2806;1;31;Cliente 2806;;SP;;1;-1;0
2807;1;31;Cliente 2807;;SP;;1;-1;0
2808;1;31;Cliente 2808;SAO PAULO;SP;;1;-1;0
2809;1;31;Cliente 2809;;SP;;1;-1;0
2810;1;31;Cliente 2810;;SP;;1;-1;0
2811;1;31;Cliente 2811;;SP;;1;-1;0
2812;1;31;Cliente 2812;;SP;;1;-1;0
2813;1;31;Cliente 2813;;SP;;1;-1;0
2814;1;31;Cliente 2814;;SP;;1;-1;0
2815;1;31;Cliente 2815;;SP;;1;-1;0
2816;1;31;Cliente 2816;;SP;;2;-1;0
2817;1;31;Cliente 2817;;SP;;1;-1;0
2818;1;31;Cliente 2818;;SP;;1;-1;0
2819;1;31;Cliente 2819;;SP;;1;-1;0
2820;1;31;Cliente 2820;;SP;;1;-1;0
2821;1;31;Cliente 2821;;SP;;1;-1;0
2822;1;31;Cliente 2822;;SP;;1;-1;0
2823;1;31;Cliente 2823;;SP;;1;-1;0
2824;1;31;Cliente 2824;;SP;;1;-1;0
2825;1;31;Cliente 2825;SAO PAULO;SP;;1;-1;0
2826;1;31;Cliente 2826;;SP;;1;-1;0
2827;1;31;Cliente 2827;;SP;;1;-1;0
2828;1;31;Cliente 2828;;SP;;1;-1;0
2829;1;31;Cliente 2829;;SP;;1;-1;0
2830;1;31;Cliente 2830;;SP;;1;-1;0
2831;1;31;Cliente 2831;;SP;;1;-1;0
2832;1;31;Cliente 2832;;SP;;1;-1;0
2833;1;31;Cliente 2833;;SP;;1;-1;0
2834;1;31;Cliente 2834;;SP;;1;-1;0
2835;1;31;Cliente 2835;;SP;;1;-1;0
2836;1;31;Cliente 2836;;SP;;1;-1;0
2837;1;31;Cliente 2837;;SP;;1;-1;0
2838;1;31;Cliente 2838;;SP;;1;-1;0
2839;1;31;Cliente 2839;;SP;;1;-1;0
2840;1;31;Cliente 2840;;SP;;1;-1;0
2841;1;31;Cliente 2841;;SP;;1;-1;0
2842;1;31;Cliente 2842;;SP;;1;-1;0
2843;1;31;Cliente 2843;;SP;;1;-1;0
2844;1;31;Cliente 2844;;SP;;1;-1;0
2845;1;31;Cliente 2845;;SP;;1;-1;0
2846;1;31;Cliente 2846;;SP;;1;-1;0
2847;1;31;Cliente 2847;;SP;;1;-1;0
2848;1;31;Cliente 2848;;SP;;1;-1;0
2849;1;31;Cliente 2849;;SP;;1;-1;0
2850;1;31;Cliente 2850;;SP;;1;-1;0
2851;1;31;Cliente 2851;;SP;;1;-1;0
2852;1;31;Cliente 2852;;SP;;1;-1;0
2853;1;31;Cliente 2853;;SP;;1;-1;0
2854;1;31;Cliente 2854;;SP;;1;-1;0
2855;1;31;Cliente 2855;;SP;;1;-1;0
2856;1;31;Cliente 2856;;SP;;1;-1;0
2857;1;31;Cliente 2857;;SP;;1;-1;0
2858;1;31;Cliente 2858;;SP;;1;-1;0
2859;1;31;Cliente 2859;;SP;;1;-1;0
2860;1;31;Cliente 2860;;SP;;1;-1;0
2861;1;31;Cliente 2861;;SP;;1;-1;0
2862;1;31;Cliente 2862;;SP;;1;-1;0
2863;1;31;Cliente 2863;;SP;;1;-1;0
2864;1;31;Cliente 2864;;SP;;1;-1;0
2865;1;31;Cliente 2865;;SP;;1;-1;0
2866;1;31;Cliente 2866;;SP;;1;-1;0
2867;1;31;Cliente 2867;;SP;;1;-1;0
2868;1;31;Cliente 2868;;SP;;1;-1;0
2869;1;31;Cliente 2869;;SP;;1;-1;0
2870;1;31;Cliente 2870;;SP;;1;-1;0
2871;1;31;Cliente 2871;;SP;;1;-1;0
2872;1;31;Cliente 2872;;SP;;1;-1;0
2873;1;31;Cliente 2873;;SP;;1;-1;0
2874;1;31;Cliente 2874;;SP;;1;-1;0
2875;1;31;Cliente 2875;;SP;;1;-1;0
2876;1;31;Cliente 2876;SAO PAULO;SP;;1;-1;0
2877;1;31;Cliente 2877;;SP;;1;-1;0
2878;1;31;Cliente 2878;;SP;;1;-1;0
2879;1;31;Cliente 2879;;SP;;1;-1;0
2880;1;31;Cliente 2880;;SP;;1;-1;0
2881;1;31;Cliente 2881;;SP;;1;-1;0
2882;1;31;Cliente 2882;;SP;;1;-1;0
2883;1;31;Cliente 2883;;SP;;1;-1;0
2884;1;31;Cliente 2884;;SP;;1;-1;0
2885;1;31;Cliente 2885;;SP;;1;-1;0
2886;1;31;Cliente 2886;;SP;;1;-1;0
2887;1;31;Cliente 2887;;SP;;1;-1;0
2888;1;31;Cliente 2888;;SP;;1;-1;0
2889;1;31;Cliente 2889;;SP;;1;-1;0
2890;1;31;Cliente 2890;;SP;;1;-1;0
2891;1;31;Cliente 2891;;SP;;1;-1;0
2892;1;31;Cliente 2892;;SP;;1;-1;0
2893;1;31;Cliente 2893;;SP;;1;-1;0
2894;1;31;Cliente 2894;;SP;;1;-1;0
2895;1;31;Cliente 2895;;SP;;1;-1;0
2896;1;31;Cliente 2896;;SP;;1;-1;0
2897;1;31;Cliente 2897;;SP;;1;-1;0
2898;1;31;Cliente 2898;;SP;;1;-1;0
2899;1;31;Cliente 2899;;SP;;1;-1;0
2900;1;31;Cliente 2900;;SP;;1;-1;0
2901;1;31;Cliente 2901;;SP;;1;-1;0
2902;1;31;Cliente 2902;;SP;;1;-1;0
2904;1;31;Cliente 2904;;SP;;1;-1;0
2905;1;31;Cliente 2905;;SP;;1;-1;0
2906;1;31;Cliente 2906;;SP;;1;-1;0
2907;1;31;Cliente 2907;;SP;;1;-1;0
2908;1;31;Cliente 2908;;SP;;1;-1;0
2909;1;31;Cliente 2909;;SP;;1;-1;0
2910;1;31;Cliente 2910;;SP;;1;-1;0
2911;1;31;Cliente 2911;;SP;;1;-1;0
2912;1;31;Cliente 2912;;SP;;1;-1;0
2913;1;31;Cliente 2913;;SP;;1;-1;0
